3.1642085910288573,0.7818677682213144,3.471419381605713
1.7762050005374357,0.5971068400791072,1.5031214003589317,1.8859198315938328
1.2583226284219897,0.6673251838292694,1.2392581286507454,2.2507368997757298,1.5182815579440294
0.964026658990478,0.744815818610248,1.3270900930766978,1.9319418289050208,3.037965328434599,1.3479863930929035
0.7653245594837527,0.8229107723810629,1.443760421929209,2.030733320551384,2.6832190413047403,3.881654545033596,1.2287828665582547
0.6220108531487809,0.8986426022670164,1.5670141972063487,2.1733661127235933,2.788757984785432,3.495779240353997,4.7856807711406955,1.13005448353796
0.5159801569368931,0.9699607669902623,1.6883790377080845,2.326440592827966,2.947394578685093,3.600949972830779,4.365259624114684,5.743986150960742,1.0459768001862688
0.43621135166368763,1.0359027846261568,1.803938602012526,2.4782080162275397,3.119331553636649,3.766538725192894,4.462286650348406,5.283925328954725,6.747075430858411,0.9749470066750544
0.37511478545257826,1.0963904979554802,1.912270662571498,2.6240042326754436,3.291288211563423,3.9489539511205534,4.627535361844573,5.366644859263872,6.244074696409313,7.786357114975387,0.9152562691710233
0.32739772202802797,1.151825023251855,2.0132709539357334,2.762271483064773,3.4582124326830965,4.133789899614992,4.814256400074298,5.526327514368507,6.3084959679232835,7.239411531658174,8.855419807947793,0.8649453331715612
0.2893993306248987,1.2027754038828,2.1074132521638185,2.892829796790699,3.618310912182424,4.31541056835566,5.006662544251517,5.712936662241135,6.459104225046945,7.283295994344178,8.265113296324532,9.94976418243283,0.8221865238408641
0.258586907837893,1.249816097807004,2.1953580373176926,3.0160614689825125,3.7711651537648554,4.491562359309464,5.198246597141978,5.90900647021415,6.642457529610615,7.422544449149402,8.287386987274871,9.317504342892178,11.066219908933085,0.7854618822744663
0.2331904464105604,1.293463148972447,2.277776557929696,3.1325399822416484,3.916934727360212,4.661441822294801,5.386120481583885,6.106972501309033,6.839272498381281,7.600391275001157,8.41381198187033,9.317806279889409,10.393729433056903,12.202478381574121,0.7535757701642879
0.2119532381796389,1.3341582786666963,2.355283391371994,3.242869601213052,4.0560071172468435,4.824897966981361,5.56900353351811,6.303218435225805,7.040853791165627,7.795738574161028,8.584526545143225,9.430488411187152,10.372118380538742,11.491512418835399,13.35678685781683,0.7256050738571065
0.19396671535040472,1.3722721871257504,2.4284174098773366,3.347620737296286,4.188841539019221,4.9820756785485845,5.746384147184524,6.4959409777447465,7.242824247542952,7.9987624573664045,8.77670565053633,9.592885949306577,10.470499453265917,11.448286851121692,12.60899029226667,14.527758284309256,0.7008394997763682
0.17856184547005632,1.408113770398948,2.497642087573035,3.4473072023362836,4.315899117989658,5.133247394727328,5.918133317627285,6.684243546648892,7.442843262515705,8.204329406869316,8.979440816415728,9.780572435520451,10.623708539630691,11.532047892543826,12.54457756013706,13.744598198456456,15.71425093601964,0.6787300741875345
